resume_id,resume_text,resume_skills_norm,resume_titles_norm,resume_years_experience
504_7583de,"data engineer, ai systems engineer. data engineer with 5.77 years of experience building scalable systems. worked on real-time analytics. strong background in typescript, kubernetes, postgresql, python, java. delivered high-impact solutions using modern engineering practices. technical skills: typescript, kubernetes, postgresql, python, java, redis, rest apis, vue, kotlin, gcp, azure, sql. education: m.sc computer science & engineering, big data analytics. expertise includes: agile methodologies, scrum, machine learning model training, continuous integration deployment (ci/cd).","['typescript', 'kubernetes', 'postgresql', 'python', 'java', 'redis', 'rest apis', 'vue', 'kotlin', 'gcp', 'azure', 'sql']","['data engineer', 'ai systems engineer']",5.77
505_e1e645,"frontend developer, fintech developer. frontend developer with 4.09 years of experience building scalable systems. worked on real-time analytics. strong background in graphql, java, sql, redis, kubernetes. delivered high-impact solutions using modern engineering practices. technical skills: graphql, java, sql, redis, kubernetes, numpy, gcp, aws. education: b.s. information technology, software engineering. expertise includes: managed database structures, continuous integration deployment (ci/cd), front-end and back-end integration.","['graphql', 'java', 'sql', 'redis', 'kubernetes', 'numpy', 'gcp', 'aws']","['frontend developer', 'fintech developer']",4.09
506_caeac8,"site reliability engineer, cloud platforms engineer. site reliability engineer with 11.9 years of experience building scalable systems. worked on cloud-native apps. strong background in pandas, angular, c++, microservices, terraform. delivered high-impact solutions using modern engineering practices. technical skills: pandas, angular, c++, microservices, terraform, pytorch, scikit-learn, kubernetes, rust, python, linux. education: bachelor of engineering, information systems. expertise includes: front-end and back-end integration, restful api development, microservices, managed database structures.","['pandas', 'angular', 'c++', 'microservices', 'terraform', 'pytorch', 'scikit-learn', 'kubernetes', 'rust', 'python', 'linux']","['site reliability engineer', 'cloud platforms engineer']",11.9
507_106ec0,"devops engineer, cloud platforms engineer. devops engineer with 8.46 years of experience building scalable systems. worked on distributed systems. strong background in typescript, sql, spring, go, docker. delivered high-impact solutions using modern engineering practices. technical skills: typescript, sql, spring, go, docker, angular, kotlin. education: master of science, artificial intelligence and data science. expertise includes: managed database structures, front-end and back-end integration, continuous integration deployment (ci/cd).","['typescript', 'sql', 'spring', 'go', 'docker', 'angular', 'kotlin']","['devops engineer', 'cloud platforms engineer']",8.46
508_1a9af9,"data scientist. data scientist with 1.66 years of experience building scalable systems. worked on ml pipelines. strong background in docker, c++, spring, c#, mongodb. delivered high-impact solutions using modern engineering practices. technical skills: docker, c++, spring, c#, mongodb, microservices, numpy, django, kubernetes, sql, flask, javascript. education: master of science, artificial intelligence and data science. expertise includes: continuous integration deployment (ci/cd), agile methodologies, scrum, managed database structures.","['docker', 'c++', 'spring', 'c#', 'mongodb', 'microservices', 'numpy', 'django', 'kubernetes', 'sql', 'flask', 'javascript']",['data scientist'],1.66
509_3cd1b1,"data engineer, ai systems engineer. data engineer with 4.24 years of experience building scalable systems. worked on cloud-native apps. strong background in numpy, rest apis, angular, microservices, pytorch. delivered high-impact solutions using modern engineering practices. technical skills: numpy, rest apis, angular, microservices, pytorch, scikit-learn, linux, terraform, kafka, python, kubernetes. education: b.s. information technology, software engineering. expertise includes: continuous integration deployment (ci/cd), agile methodologies, scrum, managed database structures.","['numpy', 'rest apis', 'angular', 'microservices', 'pytorch', 'scikit-learn', 'linux', 'terraform', 'kafka', 'python', 'kubernetes']","['data engineer', 'ai systems engineer']",4.24
510_9a9288,"cloud engineer, fintech engineer. cloud engineer with 8.51 years of experience building scalable systems. worked on real-time analytics. strong background in swift, vue, terraform, mongodb, typescript. delivered high-impact solutions using modern engineering practices. technical skills: swift, vue, terraform, mongodb, typescript, scikit-learn, docker. education: b.s. information technology, software engineering. expertise includes: agile methodologies, scrum, developed algorithm optimization, data pipeline orchestration.","['swift', 'vue', 'terraform', 'mongodb', 'typescript', 'scikit-learn', 'docker']","['cloud engineer', 'fintech engineer']",8.51
511_3788cd,"devops engineer, healthtech engineer. devops engineer with 7.1 years of experience building scalable systems. worked on secure platforms. strong background in kafka, redis, java, spring, rust. delivered high-impact solutions using modern engineering practices. technical skills: kafka, redis, java, spring, rust, docker, pandas, tensorflow, ci/cd. education: bachelor of engineering, information systems. expertise includes: managed database structures, system architecture design, developed algorithm optimization.","['kafka', 'redis', 'java', 'spring', 'rust', 'docker', 'pandas', 'tensorflow', 'ci/cd']","['devops engineer', 'healthtech engineer']",7.1
512_92c460,"blockchain developer, e-commerce developer. blockchain developer with 10.95 years of experience building scalable systems. worked on cloud-native apps. strong background in rust, git, linux, swift, sql. delivered high-impact solutions using modern engineering practices. technical skills: rust, git, linux, swift, sql, c++, docker, azure. education: master of science, artificial intelligence and data science. expertise includes: continuous integration deployment (ci/cd), data pipeline orchestration, system architecture design.","['rust', 'git', 'linux', 'swift', 'sql', 'c++', 'docker', 'azure']","['blockchain developer', 'e-commerce developer']",10.95
513_63ce0b,"blockchain developer, fintech developer. blockchain developer with 3.71 years of experience building scalable systems. worked on cloud-native apps. strong background in ci/cd, numpy, pandas, aws, go. delivered high-impact solutions using modern engineering practices. technical skills: ci/cd, numpy, pandas, aws, go, vue, rest apis, postgresql, tensorflow, flask, python. education: b.s. information technology, software engineering. expertise includes: managed database structures, front-end and back-end integration, continuous integration deployment (ci/cd).","['ci/cd', 'numpy', 'pandas', 'aws', 'go', 'vue', 'rest apis', 'postgresql', 'tensorflow', 'flask', 'python']","['blockchain developer', 'fintech developer']",3.71
514_ade778,"ai engineer, ai systems engineer. ai engineer with 9.43 years of experience building scalable systems. worked on distributed systems. strong background in redis, postgresql, rest apis, pandas, aws. delivered high-impact solutions using modern engineering practices. technical skills: redis, postgresql, rest apis, pandas, aws, gcp, mongodb, kotlin, c#. education: master of science, artificial intelligence and data science. expertise includes: developed algorithm optimization, system architecture design, machine learning model training.","['redis', 'postgresql', 'rest apis', 'pandas', 'aws', 'gcp', 'mongodb', 'kotlin', 'c#']","['ai engineer', 'ai systems engineer']",9.43
